Category,Entry,classification,Reasoning,Severity Level,Affected Component,Attack Possibility
WARN,Ensure auditing is configured for Docker files and directories - docker.service (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - docker.socket (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /etc/default/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Dockerfiles and directories - /etc/docker/daemon.json (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,1.1.12 Ensure auditing is configured for Dockerfiles and directories - /etc/containerd/config.toml (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd-shim (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd-shim-runc-v1 (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd-shim-runc-v2 (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/runc (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure network traffic is restricted between containers on the default bridge (Scored),check,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,None
WARN,Ensure the logging level is set to 'info' (Scored),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Enable user namespace support (Scored),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
WARN,Ensure that authorization for Docker client commands is enabled (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure centralized and remote logging is configured (Scored),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure containers are restricted from acquiring new privileges (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure live restore is enabled (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure Userland Proxy is Disabled (Scored),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
WARN,Ensure Content trust for Docker is Enabled (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure that HEALTHCHECK instructions have been added to container images (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,No Healthcheck found: [my-custom-web-app:latest],result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Web Application,Payload Delivery
WARN,No Healthcheck found: [myprivilegedcontainer3_image:latest myprivilegedcontainer4_image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [myprivilegedcontainer3_image:latest myprivilegedcontainer4_image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [heuristic_ride_image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [ubuntu:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
PASS,Ensure that the version of Docker is up to date (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure Docker is allowed to make changes to iptables (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure insecure registries are not used (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure aufs storage driver is not used (Scored),check,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,General System,None
PASS,Ensure the default cgroup usage has been confirmed (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure base device size is not changed until needed (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that the docker.service file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that docker.service file permissions are appropriately set (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,Ensure that docker.socket file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that docker.socket file permissions are set to 644 or more restrictive (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,Ensure that the /etc/docker directory ownership is set to root:root (Automated),check,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,None
PASS,Ensure that /etc/docker directory permissions are set to 755 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,Ensure that the Docker socket file ownership is set to root:docker (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that the Docker socket file permissions are set to 660 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,Ensure that the daemon.json file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that daemon.json file permissions are set to 644 or more restrictive (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,Ensure that the /etc/default/docker file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that the /etc/default/docker file permissions are set to 644 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,Ensure that the Containerd socket file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that the Containerd socket file permissions are set to 660 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
PASS,"Ensure swarm mode is not Enabled, if not needed (Automated)",check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that the minimum number of manager nodes have been created in a swarm (Automated) (Swarm mode not enabled),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that swarm services are bound to a specific host interface (Automated) (Swarm mode not enabled),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that all Docker swarm overlay networks are encrypted (Automated),check,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,None
PASS,Ensure that Docker's secret management commands are used for managing secrets in a swarm cluster (Manual) (Swarm mode not enabled),check,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,Authentication System,None
PASS,Ensure that swarm manager is run in auto-lock mode (Automated) (Swarm mode not enabled),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that the swarm manager auto-lock key is rotated periodically (Manual) (Swarm mode not enabled),check,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,General System,None
PASS,Ensure that node certificates are rotated as appropriate (Manual) (Swarm mode not enabled),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that CA certificates are rotated as appropriate (Manual) (Swarm mode not enabled),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
PASS,Ensure that management plane traffic is separated from data plane traffic (Manual) (Swarm mode not enabled),check,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,General System,None
INFO,Host Configuration,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Linux Hosts Specific Configuration,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure only trusted users are allowed to control Docker daemon (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,Users: ,result,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,Escalation Attack
INFO,Ensure auditing is configured for Docker files and directories - /etc/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,Directory not found,result,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,Listing File Systems
INFO,Ensure auditing is configured for Docker files and directories - docker.service (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure auditing is configured for Docker files and directories - containerd.sock (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure auditing is configured for Docker files and directories - docker.socket (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure auditing is configured for Docker files and directories - /etc/default/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure auditing is configured for Dockerfiles and directories - /etc/docker/daemon.json (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,1.1.12 Ensure auditing is configured for Dockerfiles and directories - /etc/containerd/config.toml (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure auditing is configured for Docker files and directories - /etc/sysconfig/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure auditing is configured for Docker files and directories - /usr/bin/runc (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,General Configuration,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Using 25.0.3 which is current,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Secrets
INFO,Check with your operating system vendor for support and security maintenance for Docker,check,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,None
INFO,Docker daemon configuration,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure TLS authentication for Docker daemon is configured (Scored),check,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,None
INFO,Docker daemon not listening on TCP,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure the default ulimit is configured appropriately (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Default ulimit doesn't appear to be set,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Ensure that a daemon-wide custom seccomp profile is applied if appropriate (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that experimental features are not implemented in production (Scored) (Deprecated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Docker daemon configuration files,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that the docker.service file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that docker.service file permissions are appropriately set (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that docker.socket file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that docker.socket file permissions are set to 644 or more restrictive (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/docker directory ownership is set to root:root (Automated),check,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,None
INFO,Directory not found,result,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,Listing File Systems
INFO,Ensure that /etc/docker directory permissions are set to 755 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,Directory not found,result,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,Listing File Systems
INFO,Ensure that registry certificate file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Directory not found,result,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,Listing File Systems
INFO,Ensure that registry certificate file permissions are set to 444 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,Directory not found,result,"Unrestricted access to file system listings could reveal sensitive information about system structure, facilitating further attacks.",Medium,File System,Listing File Systems
INFO,Ensure that TLS CA certificate file ownership is set to root:root (Automated),check,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,None
INFO,No TLS CA certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that TLS CA certificate file permissions are set to 444 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,No TLS CA certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that Docker server certificate file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,No TLS Server certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that the Docker server certificate file permissions are set to 444 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,No TLS Server certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that the Docker server certificate key file ownership is set to root:root (Automated),check,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,General System,None
INFO,No TLS Key found,result,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,Encryption/Security Protocol,Expose Secrets
INFO,Ensure that the Docker server certificate key file permissions are set to 400 (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,No TLS Key found,result,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,Encryption/Security Protocol,Expose Secrets
INFO,Ensure that the Docker socket file ownership is set to root:docker (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the Docker socket file permissions are set to 660 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the daemon.json file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that daemon.json file permissions are set to 644 or more restrictive (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/default/docker file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/default/docker file permissions are set to 644 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/sysconfig/docker file permissions are set to 644 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/sysconfig/docker file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Container Images and Build File,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure update instructions are not used alone in the Dockerfile (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Update instruction found: [python:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [redis:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Ensure that COPY is used instead of ADD in Dockerfiles (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,ADD in image history: [fedora:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [ubuntu:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,Container Runtime,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that the default ulimit is overwritten at runtime if needed (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Container no default ulimit override: my_fedora,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_debian,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_centos,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_alpine,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_redis,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_mysql,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_python,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_ubuntu,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: my_linux,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Ensure that Docker commands always make use of the latest version of their image (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that Docker's default bridge 'docker0' is not used (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Container in docker0 network: my_fedora,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_alpine,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_redis,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_debian,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_centos,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_mysql,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_linux,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_ubuntu,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Container in docker0 network: my_python,result,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,Expose Namespaces
INFO,Docker Security Operations,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that image sprawl is avoided (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,There are currently: 9 images,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,Ensure that container sprawl is avoided (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,"There are currently a total of 9 containers, with 9 of them currently running",result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,Docker Swarm Configuration,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Checks: 117,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Score: 4,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Some tests might require root to run,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure a separate partition for containers has been created (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure auditing is configured for the Docker daemon (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories -/run/containerd (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /var/lib/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
